grant_id,plan_id,emp_id,participant_group,grant_type,award_type,grant_date,shares_granted,psu_max_multiplier,stock_price_at_grant_usd,strike_price_usd,grant_date_fv_per_share_usd,vest_start_date,vest_months_total,cliff_months,vest_frequency,performance_period_end
G-004216,P-2022,E-0461,management,annual_refresh,rsu,2025-02-15,2990,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004217,P-2022,E-0462,staff,annual_refresh,rsu,2025-02-15,480,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004218,P-2022,E-0463,staff,annual_refresh,rsu,2025-02-15,405,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004219,P-2022,E-0468,staff,annual_refresh,rsu,2025-02-15,641,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004220,P-2022,E-0469,staff,annual_refresh,rsu,2025-02-15,616,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004222,P-2022,E-0471,management,annual_refresh,rsu,2025-02-15,1418,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004223,P-2022,E-0472,staff,annual_refresh,rsu,2025-02-15,680,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004224,P-2022,E-0474,staff,annual_refresh,rsu,2025-02-15,413,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004225,P-2022,E-0477,staff,annual_refresh,rsu,2025-02-15,546,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004226,P-2022,E-0478,management,annual_refresh,rsu,2025-02-15,1425,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004227,P-2022,E-0479,staff,annual_refresh,rsu,2025-02-15,334,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004228,P-2022,E-0480,staff,annual_refresh,rsu,2025-02-15,1109,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004229,P-2022,E-0481,staff,annual_refresh,rsu,2025-02-15,571,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004230,P-2022,E-0482,staff,annual_refresh,rsu,2025-02-15,572,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004232,P-2022,E-0483,staff,annual_refresh,rsu,2025-02-15,701,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004233,P-2022,E-0484,staff,annual_refresh,rsu,2025-02-15,506,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004234,P-2022,E-0485,staff,annual_refresh,rsu,2025-02-15,796,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004235,P-2022,E-0486,staff,annual_refresh,rsu,2025-02-15,424,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004236,P-2022,E-0487,staff,annual_refresh,rsu,2025-02-15,495,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004237,P-2022,E-0490,staff,annual_refresh,rsu,2025-02-15,443,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004238,P-2022,E-0491,staff,annual_refresh,rsu,2025-02-15,817,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004239,P-2022,E-0493,staff,annual_refresh,rsu,2025-02-15,696,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004240,P-2022,E-0494,section16,exec_annual,rsu,2025-02-15,10362,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004241,P-2022,E-0494,section16,exec_annual,psu,2025-02-15,7772,2.0,76.43,,76.43,2025-02-15,36,36,cliff,2028-02-28
G-004242,P-2022,E-0494,section16,exec_annual,option,2025-02-15,16662,1.0,76.43,76.43,35.6491,2025-02-15,48,12,monthly,
G-004243,P-2022,E-0498,staff,annual_refresh,rsu,2025-02-15,424,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004244,P-2022,E-0499,staff,annual_refresh,rsu,2025-02-15,341,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004245,P-2022,E-0501,staff,annual_refresh,rsu,2025-02-15,339,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004246,P-2022,E-0502,staff,annual_refresh,rsu,2025-02-15,892,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004247,P-2022,E-0503,staff,annual_refresh,rsu,2025-02-15,688,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004248,P-2022,E-0505,staff,annual_refresh,rsu,2025-02-15,671,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004249,P-2022,E-0506,section16,exec_annual,rsu,2025-02-15,10362,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004250,P-2022,E-0506,section16,exec_annual,psu,2025-02-15,7772,2.0,76.43,,76.43,2025-02-15,36,36,cliff,2028-02-28
G-004251,P-2022,E-0506,section16,exec_annual,option,2025-02-15,16662,1.0,76.43,76.43,35.6491,2025-02-15,48,12,monthly,
G-004252,P-2022,E-0507,staff,annual_refresh,rsu,2025-02-15,568,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004253,P-2022,E-0511,staff,annual_refresh,rsu,2025-02-15,647,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004255,P-2022,E-0513,staff,annual_refresh,rsu,2025-02-15,432,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004256,P-2022,E-0514,staff,annual_refresh,rsu,2025-02-15,616,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004257,P-2022,E-0516,staff,annual_refresh,rsu,2025-02-15,336,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004258,P-2022,E-0517,staff,annual_refresh,rsu,2025-02-15,473,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004259,P-2022,E-0518,staff,annual_refresh,rsu,2025-02-15,355,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004260,P-2022,E-0519,staff,annual_refresh,rsu,2025-02-15,363,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004261,P-2022,E-0520,staff,new_hire,rsu,2025-02-15,481,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004262,P-2022,E-0521,staff,annual_refresh,rsu,2025-02-15,334,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004263,P-2022,E-0527,staff,annual_refresh,rsu,2025-02-15,321,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004264,P-2022,E-0529,staff,annual_refresh,rsu,2025-02-15,519,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004265,P-2022,E-0530,management,annual_refresh,rsu,2025-02-15,1542,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004266,P-2022,E-0531,staff,annual_refresh,rsu,2025-02-15,614,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004268,P-2022,E-0535,staff,annual_refresh,rsu,2025-02-15,1130,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004269,P-2022,E-0536,staff,annual_refresh,rsu,2025-02-15,433,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004270,P-2022,E-0538,staff,annual_refresh,rsu,2025-02-15,839,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004271,P-2022,E-0539,staff,annual_refresh,rsu,2025-02-15,302,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004272,P-2022,E-0540,staff,annual_refresh,rsu,2025-02-15,596,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004273,P-2022,E-0541,staff,annual_refresh,rsu,2025-02-15,576,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004274,P-2022,E-0542,staff,annual_refresh,rsu,2025-02-15,681,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004275,P-2022,E-0543,staff,annual_refresh,rsu,2025-02-15,401,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004276,P-2022,E-0545,management,annual_refresh,rsu,2025-02-15,1529,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004277,P-2022,E-0549,staff,annual_refresh,rsu,2025-02-15,317,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004278,P-2022,E-0551,staff,annual_refresh,rsu,2025-02-15,348,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004279,P-2022,E-0552,management,annual_refresh,rsu,2025-02-15,1304,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004280,P-2022,E-0553,staff,annual_refresh,rsu,2025-02-15,418,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004281,P-2022,E-0554,staff,annual_refresh,rsu,2025-02-15,427,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004283,P-2022,E-0556,staff,annual_refresh,rsu,2025-02-15,364,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004284,P-2022,E-0557,management,annual_refresh,rsu,2025-02-15,1216,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004285,P-2022,E-0559,management,annual_refresh,rsu,2025-02-15,1495,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004286,P-2022,E-0560,staff,annual_refresh,rsu,2025-02-15,406,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004288,P-2022,E-0562,staff,annual_refresh,rsu,2025-02-15,429,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004289,P-2022,E-0563,management,annual_refresh,rsu,2025-02-15,1239,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004290,P-2022,E-0568,staff,annual_refresh,rsu,2025-02-15,358,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004291,P-2022,E-0571,staff,annual_refresh,rsu,2025-02-15,348,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004292,P-2022,E-0572,staff,annual_refresh,rsu,2025-02-15,889,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004293,P-2022,E-0573,staff,annual_refresh,rsu,2025-02-15,482,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004294,P-2022,E-0575,staff,annual_refresh,rsu,2025-02-15,415,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004295,P-2022,E-0576,staff,annual_refresh,rsu,2025-02-15,422,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004296,P-2022,E-0577,staff,annual_refresh,rsu,2025-02-15,413,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004297,P-2022,E-0583,section16,exec_annual,rsu,2025-02-15,10362,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004298,P-2022,E-0583,section16,exec_annual,psu,2025-02-15,7772,2.0,76.43,,76.43,2025-02-15,36,36,cliff,2028-02-28
G-004299,P-2022,E-0583,section16,exec_annual,option,2025-02-15,16662,1.0,76.43,76.43,35.6491,2025-02-15,48,12,monthly,
G-004300,P-2022,E-0585,staff,annual_refresh,rsu,2025-02-15,321,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004301,P-2022,E-0587,staff,annual_refresh,rsu,2025-02-15,399,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004302,P-2022,E-0594,staff,annual_refresh,rsu,2025-02-15,346,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004303,P-2022,E-0596,staff,annual_refresh,rsu,2025-02-15,443,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004305,P-2022,E-0599,staff,annual_refresh,rsu,2025-02-15,395,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004306,P-2022,E-0601,management,annual_refresh,rsu,2025-02-15,2726,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004307,P-2022,E-0602,staff,annual_refresh,rsu,2025-02-15,702,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004308,P-2022,E-0605,staff,annual_refresh,rsu,2025-02-15,899,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004310,P-2022,E-0607,staff,annual_refresh,rsu,2025-02-15,615,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004313,P-2022,E-0610,management,annual_refresh,rsu,2025-02-15,1406,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004314,P-2022,E-0611,staff,annual_refresh,rsu,2025-02-15,440,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004315,P-2022,E-0612,staff,annual_refresh,rsu,2025-02-15,384,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004316,P-2022,E-0613,staff,annual_refresh,rsu,2025-02-15,689,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004317,P-2022,E-0616,management,annual_refresh,rsu,2025-02-15,2478,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004318,P-2022,E-0619,staff,annual_refresh,rsu,2025-02-15,441,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004319,P-2022,E-0620,staff,annual_refresh,rsu,2025-02-15,509,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004321,P-2022,E-0623,section16,exec_annual,rsu,2025-02-15,10362,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004322,P-2022,E-0623,section16,exec_annual,psu,2025-02-15,7772,2.0,76.43,,76.43,2025-02-15,36,36,cliff,2028-02-28
G-004323,P-2022,E-0623,section16,exec_annual,option,2025-02-15,16662,1.0,76.43,76.43,35.6491,2025-02-15,48,12,monthly,
G-004324,P-2022,E-0624,staff,annual_refresh,rsu,2025-02-15,587,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004325,P-2022,E-0625,staff,annual_refresh,rsu,2025-02-15,1080,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004327,P-2022,E-0626,staff,annual_refresh,rsu,2025-02-15,444,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004328,P-2022,E-0627,staff,annual_refresh,rsu,2025-02-15,780,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004329,P-2022,E-0628,staff,annual_refresh,rsu,2025-02-15,854,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004330,P-2022,E-0629,staff,annual_refresh,rsu,2025-02-15,405,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004331,P-2022,E-0630,section16,exec_annual,rsu,2025-02-15,10362,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004332,P-2022,E-0630,section16,exec_annual,psu,2025-02-15,7772,2.0,76.43,,76.43,2025-02-15,36,36,cliff,2028-02-28
G-004333,P-2022,E-0630,section16,exec_annual,option,2025-02-15,16662,1.0,76.43,76.43,35.6491,2025-02-15,48,12,monthly,
G-004334,P-2022,E-0631,staff,annual_refresh,rsu,2025-02-15,1031,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004335,P-2022,E-0632,staff,annual_refresh,rsu,2025-02-15,528,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004336,P-2022,E-0633,staff,annual_refresh,rsu,2025-02-15,368,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004337,P-2022,E-0635,staff,annual_refresh,rsu,2025-02-15,338,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004338,P-2022,E-0636,staff,annual_refresh,rsu,2025-02-15,566,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004339,P-2022,E-0639,staff,annual_refresh,rsu,2025-02-15,425,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004340,P-2022,E-0640,staff,annual_refresh,rsu,2025-02-15,693,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004341,P-2022,E-0642,staff,annual_refresh,rsu,2025-02-15,517,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004343,P-2022,E-0647,staff,annual_refresh,rsu,2025-02-15,365,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004344,P-2022,E-0648,staff,annual_refresh,rsu,2025-02-15,397,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004345,P-2022,E-0649,staff,annual_refresh,rsu,2025-02-15,347,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004346,P-2022,E-0650,management,annual_refresh,rsu,2025-02-15,1288,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004347,P-2022,E-0653,management,annual_refresh,rsu,2025-02-15,3062,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004348,P-2022,E-0654,staff,annual_refresh,rsu,2025-02-15,674,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004349,P-2022,E-0655,staff,annual_refresh,rsu,2025-02-15,885,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004350,P-2022,E-0656,staff,annual_refresh,rsu,2025-02-15,703,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004351,P-2022,E-0657,section16,exec_annual,rsu,2025-02-15,10362,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004352,P-2022,E-0657,section16,exec_annual,psu,2025-02-15,7772,2.0,76.43,,76.43,2025-02-15,36,36,cliff,2028-02-28
G-004353,P-2022,E-0657,section16,exec_annual,option,2025-02-15,16662,1.0,76.43,76.43,35.6491,2025-02-15,48,12,monthly,
G-004354,P-2022,E-0658,section16,exec_annual,rsu,2025-02-15,10362,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004355,P-2022,E-0658,section16,exec_annual,psu,2025-02-15,7772,2.0,76.43,,76.43,2025-02-15,36,36,cliff,2028-02-28
G-004356,P-2022,E-0658,section16,exec_annual,option,2025-02-15,16662,1.0,76.43,76.43,35.6491,2025-02-15,48,12,monthly,
G-004357,P-2022,E-0659,staff,annual_refresh,rsu,2025-02-15,316,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004358,P-2022,E-0661,staff,annual_refresh,rsu,2025-02-15,666,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004359,P-2022,E-0662,staff,annual_refresh,rsu,2025-02-15,519,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004360,P-2022,E-0663,staff,annual_refresh,rsu,2025-02-15,1018,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004361,P-2022,E-0665,staff,annual_refresh,rsu,2025-02-15,563,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004362,P-2022,E-0666,management,annual_refresh,rsu,2025-02-15,1500,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004363,P-2022,E-0667,management,annual_refresh,rsu,2025-02-15,5051,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004366,P-2022,E-0673,staff,annual_refresh,rsu,2025-02-15,530,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004367,P-2022,E-0674,staff,annual_refresh,rsu,2025-02-15,380,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004368,P-2022,E-0676,staff,annual_refresh,rsu,2025-02-15,339,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004369,P-2022,E-0679,staff,annual_refresh,rsu,2025-02-15,346,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004370,P-2022,E-0680,staff,annual_refresh,rsu,2025-02-15,523,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004371,P-2022,E-0683,staff,annual_refresh,rsu,2025-02-15,1129,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004372,P-2022,E-0684,management,annual_refresh,rsu,2025-02-15,6718,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004373,P-2022,E-0685,staff,annual_refresh,rsu,2025-02-15,343,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004374,P-2022,E-0686,staff,annual_refresh,rsu,2025-02-15,437,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004375,P-2022,E-0688,staff,annual_refresh,rsu,2025-02-15,380,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004376,P-2022,E-0689,management,annual_refresh,rsu,2025-02-15,1415,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004377,P-2022,E-0690,staff,annual_refresh,rsu,2025-02-15,357,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004378,P-2022,E-0691,staff,annual_refresh,rsu,2025-02-15,350,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004379,P-2022,E-0692,staff,annual_refresh,rsu,2025-02-15,799,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004382,P-2022,E-0695,staff,annual_refresh,rsu,2025-02-15,336,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004383,P-2022,E-0699,staff,annual_refresh,rsu,2025-02-15,381,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004384,P-2022,E-0700,staff,annual_refresh,rsu,2025-02-15,351,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004385,P-2022,E-0702,staff,annual_refresh,rsu,2025-02-15,584,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004386,P-2022,E-0703,staff,annual_refresh,rsu,2025-02-15,351,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004387,P-2022,E-0705,staff,annual_refresh,rsu,2025-02-15,365,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004388,P-2022,E-0708,staff,annual_refresh,rsu,2025-02-15,337,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004389,P-2022,E-0709,staff,annual_refresh,rsu,2025-02-15,805,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004390,P-2022,E-0711,staff,annual_refresh,rsu,2025-02-15,414,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004391,P-2022,E-0712,staff,annual_refresh,rsu,2025-02-15,1113,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004393,P-2022,E-0714,staff,annual_refresh,rsu,2025-02-15,1099,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004395,P-2022,E-0716,staff,annual_refresh,rsu,2025-02-15,441,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004396,P-2022,E-0720,management,annual_refresh,rsu,2025-02-15,1600,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004397,P-2022,E-0722,staff,annual_refresh,rsu,2025-02-15,701,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004398,P-2022,E-0724,staff,annual_refresh,rsu,2025-02-15,368,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004399,P-2022,E-0725,staff,annual_refresh,rsu,2025-02-15,906,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004400,P-2022,E-0726,staff,annual_refresh,rsu,2025-02-15,1096,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004401,P-2022,E-0730,staff,annual_refresh,rsu,2025-02-15,685,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004402,P-2022,E-0732,staff,annual_refresh,rsu,2025-02-15,355,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004403,P-2022,E-0733,management,annual_refresh,rsu,2025-02-15,2697,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004404,P-2022,E-0734,staff,annual_refresh,rsu,2025-02-15,541,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004405,P-2022,E-0735,staff,annual_refresh,rsu,2025-02-15,407,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004406,P-2022,E-0737,staff,annual_refresh,rsu,2025-02-15,660,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004408,P-2022,E-0743,staff,annual_refresh,rsu,2025-02-15,649,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004409,P-2022,E-0745,staff,annual_refresh,rsu,2025-02-15,314,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004410,P-2022,E-0746,management,annual_refresh,rsu,2025-02-15,5261,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004411,P-2022,E-0747,staff,annual_refresh,rsu,2025-02-15,658,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004412,P-2022,E-0750,staff,annual_refresh,rsu,2025-02-15,446,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004413,P-2022,E-0752,management,annual_refresh,rsu,2025-02-15,3246,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004414,P-2022,E-0753,staff,annual_refresh,rsu,2025-02-15,858,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004415,P-2022,E-0754,staff,annual_refresh,rsu,2025-02-15,305,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004416,P-2022,E-0755,staff,annual_refresh,rsu,2025-02-15,905,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004417,P-2022,E-0757,management,annual_refresh,rsu,2025-02-15,6162,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004419,P-2022,E-0762,staff,annual_refresh,rsu,2025-02-15,533,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004420,P-2022,E-0765,staff,annual_refresh,rsu,2025-02-15,566,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004421,P-2022,E-0766,staff,annual_refresh,rsu,2025-02-15,645,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004422,P-2022,E-0767,staff,annual_refresh,rsu,2025-02-15,479,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004423,P-2022,E-0770,staff,annual_refresh,rsu,2025-02-15,321,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004424,P-2022,E-0773,management,annual_refresh,rsu,2025-02-15,1375,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004425,P-2022,E-0774,staff,annual_refresh,rsu,2025-02-15,335,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004427,P-2022,E-0775,staff,annual_refresh,rsu,2025-02-15,820,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004429,P-2022,E-0777,staff,annual_refresh,rsu,2025-02-15,319,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004431,P-2022,E-0781,staff,annual_refresh,rsu,2025-02-15,639,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004432,P-2022,E-0783,staff,annual_refresh,rsu,2025-02-15,306,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004434,P-2022,E-0785,staff,annual_refresh,rsu,2025-02-15,700,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004435,P-2022,E-0787,staff,annual_refresh,rsu,2025-02-15,606,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004436,P-2022,E-0788,management,annual_refresh,rsu,2025-02-15,7067,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004437,P-2022,E-0790,staff,annual_refresh,rsu,2025-02-15,425,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004438,P-2022,E-0791,management,annual_refresh,rsu,2025-02-15,1690,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004439,P-2022,E-0792,staff,annual_refresh,rsu,2025-02-15,311,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004440,P-2022,E-0793,staff,annual_refresh,rsu,2025-02-15,555,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004442,P-2022,E-0796,staff,annual_refresh,rsu,2025-02-15,339,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004443,P-2022,E-0799,staff,annual_refresh,rsu,2025-02-15,416,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004444,P-2022,E-0802,staff,annual_refresh,rsu,2025-02-15,955,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004445,P-2022,E-0803,management,annual_refresh,rsu,2025-02-15,1527,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004446,P-2022,E-0809,staff,annual_refresh,rsu,2025-02-15,323,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
G-004447,P-2022,E-0810,staff,annual_refresh,rsu,2025-02-15,993,1.0,76.43,,76.43,2025-02-15,48,12,monthly,
